timestamp(ms),Air Temp,
"1741816024.545","22.58",
"1741816025.54","22.61",
"1741816026.541","22.58",
"1741816027.542","22.55",
"1741816028.543","22.59",
"1741816029.544","22.6",
"1741816030.546","22.59",
"1741816031.546","22.6",
"1741816032.547","22.61",
"1741816033.548","22.57",
"1741816034.549","22.58",
"1741816035.55","22.6",
"1741816036.551","22.61",
"1741816037.552","22.6",
"1741816038.553","22.6",
"1741816039.554","22.58",
"1741816040.555","22.61",
"1741816041.556","22.59",
"1741816042.557","22.62",
"1741816043.558","22.6",
"1741816044.559","22.6",
"1741816045.56","22.62",
"1741816046.561","22.59",
"1741816047.562","22.61",
"1741816048.563","22.62",
"1741816049.564","22.62",
"1741816050.565","22.62",
"1741816051.566","22.61",
"1741816052.577","22.61",
"1741816053.58","22.62",
"1741816054.579","22.61",
"1741816055.58","22.63",
"1741816056.581","22.63",
"1741816057.584","22.63",
"1741816058.583","22.61",
"1741816059.59","22.63",
"1741816060.585","22.62",
"1741816061.586","22.64",
"1741816062.587","22.64",
"1741816063.588","22.61",
"1741816064.589","22.63",
"1741816065.59","22.63",
"1741816066.592","22.65",
"1741816067.592","22.64",
"1741816068.593","22.64",
"1741816069.595","22.62",
"1741816070.595","22.65",
"1741816071.597","22.64",
"1741816072.598","22.62",
"1741816073.599","22.63",
"1741816074.599","22.62",
"1741816075.601","22.64",
"1741816076.601","22.66",
"1741816077.606","22.63",
"1741816078.603","22.63",
"1741816079.605","22.64",
"1741816080.605","22.66",
"1741816081.606","22.65",
"1741816082.608","22.65",
"1741816083.61","22.64",
"1741816084.609","22.66",
"1741816085.611","22.67",
"1741816086.612","22.67",
"1741816087.613","22.67",
"1741816088.613","22.64",
"1741816089.615","22.68",
"1741816090.616","22.67",
"1741816091.617","22.66",
"1741816092.617","22.67",
"1741816093.619","22.66",
"1741816094.62","22.69",
"1741816095.621","22.67",
"1741816096.622","22.67",
"1741816097.622","22.67",
"1741816098.624","22.67",
"1741816099.625","22.65",
"1741816100.626","22.67",
"1741816101.627","22.69",
"1741816102.628","22.67",
"1741816103.629","22.69",
"1741816104.63","22.67",
"1741816105.631","22.69",
"1741816106.633","22.67",
"1741816107.638","22.69",
"1741816108.637","22.7",
"1741816109.635","22.71",
"1741816110.636","22.7",
"1741816111.637","22.67",
"1741816112.648","22.69",
"1741816113.649","22.68",
"1741816114.65","22.7",
"1741816115.651","22.71",
"1741816116.652","22.7",
"1741816117.653","22.7",
"1741816118.654","22.71",
"1741816119.655","22.67",
"1741816120.656","22.69",
"1741816121.657","22.72",
"1741816122.658","22.71",
"1741816123.66","22.69",
"1741816124.66","22.71",
"1741816125.666","22.71",
"1741816126.665","22.72",
"1741816127.664","22.71",
"1741816128.664","22.72",
"1741816129.665","22.69",
"1741816130.666","22.71",
"1741816131.668","22.72",
"1741816132.668","22.7",
"1741816133.669","22.72",
"1741816134.67","22.72",
"1741816135.671","22.72",
"1741816136.672","22.72",
"1741816137.673","22.72",
"1741816138.674","22.74",
"1741816139.678","22.73",
"1741816140.676","22.73",
"1741816141.677","22.71",
"1741816142.678","22.72",
"1741816143.679","22.72",
"1741816144.68","22.73",
"1741816145.681","22.73",
"1741816146.682","22.73",
"1741816147.683","22.72",
"1741816148.684","22.72",
"1741816149.688","22.73",
"1741816150.686","22.75",
"1741816151.687","22.74",
"1741816152.688","22.74",
"1741816153.689","22.74",
"1741816154.69","22.72",
"1741816155.691","22.74",
"1741816156.692","22.75",
"1741816157.693","22.74",
"1741816158.694","22.74",
"1741816159.695","22.75",
"1741816160.696","22.75",
"1741816161.706","22.73",
"1741816162.698","22.73",
"1741816163.699","22.76",
"1741816164.7","22.77",
"1741816165.701","22.76",
"1741816166.702","22.76",
"1741816167.703","22.75",
"1741816168.704","22.78",
"1741816169.705","22.74",
"1741816170.706","22.75",
"1741816171.707","22.75",
"1741816172.72","22.77",
"1741816173.725","22.76",
"1741816174.721","22.76",
"1741816175.722","22.76",
"1741816176.723","22.78",
"1741816177.724","22.76",
"1741816178.725","22.77",
"1741816179.726","22.77",
"1741816180.727","22.77",
"1741816181.728","22.78",
"1741816182.729","22.78",
"1741816183.73","22.77",
"1741816184.731","22.78",
"1741816185.733","22.79",
"1741816186.733","22.77",
"1741816187.734","22.77",
"1741816188.737","22.78",
"1741816189.737","22.77",
"1741816190.737","22.81",
"1741816191.74","22.78",
"1741816192.744","22.79",
"1741816193.74","22.78",
"1741816194.741","22.78",
"1741816195.742","22.78",
"1741816196.743","22.79",
"1741816197.744","22.79",
"1741816198.745","22.81",
"1741816199.746","22.78",
"1741816200.747","22.79",
"1741816201.748","22.8",
"1741816202.749","22.8",
"1741816203.759","22.79",
"1741816204.753","22.8",
"1741816205.753","22.8",
"1741816206.753","22.81",
"1741816207.754","22.79",
"1741816208.755","22.79",
"1741816209.763","22.79",
"1741816210.757","22.8",
"1741816211.758","22.8",
"1741816212.759","22.83",
"1741816213.76","22.8",
"1741816214.761","22.82",
"1741816215.762","22.81",
"1741816216.763","22.8",
"1741816217.765","22.8",
"1741816218.765","22.83",
"1741816219.766","22.83",
"1741816220.768","22.82",
"1741816221.768","22.81",
"1741816222.775","22.83",
"1741816223.77","22.82",
"1741816224.772","22.83",
"1741816225.773","22.82",
"1741816226.773","22.81",
"1741816227.775","22.84",
"1741816228.775","22.83",
"1741816229.777","22.83",
"1741816230.778","22.82",
"1741816231.779","22.81",
"1741816232.789","22.83",
"1741816233.79","22.83",
"1741816234.791","22.83",
"1741816235.792","22.85",
"1741816236.793","22.85",
"1741816237.796","22.82",
"1741816238.797","22.84",
"1741816239.796","22.81",
"1741816240.797","22.85",
"1741816241.798","22.85",
"1741816242.799","22.85",
"1741816243.8","22.83",
"1741816244.801","22.83",
"1741816245.802","22.86",
"1741816246.803","22.86",
"1741816247.804","22.83",
"1741816248.805","22.86",
"1741816249.806","22.85",
"1741816250.807","22.86",
"1741816251.808","22.87",
"1741816252.809","22.85",
"1741816253.811","22.83",
"1741816254.812","22.86",
"1741816255.812","22.87",
"1741816256.813","22.84",
"1741816257.815","22.84",
"1741816258.815","22.86",
"1741816259.816","22.89",
"1741816260.817","22.88",
"1741816261.818","22.89",
"1741816262.819","22.87",
"1741816263.821","22.89",
"1741816264.822","22.9",
"1741816265.822","22.87",
"1741816266.823","22.87",
"1741816267.825","22.87",
"1741816268.825","22.87",
"1741816269.826","22.89",
"1741816270.827","22.89",
"1741816271.829","22.88",
"1741816272.83","22.89",
"1741816273.83","22.89",
"1741816274.831","22.9",
"1741816275.833","22.89",
"1741816276.833","22.89",
"1741816277.834","22.87",
"1741816278.835","22.9",
"1741816279.837","22.9",
"1741816280.837","22.86",
"1741816281.838","22.9",
"1741816282.839","22.88",
"1741816283.841","22.9",
"1741816284.842","22.91",
"1741816285.843","22.9",
"1741816286.844","22.9",
"1741816287.844","22.89",
"1741816288.846","22.9",
"1741816289.849","22.91",
"1741816290.848","22.91",
"1741816291.849","22.9",
"1741816292.86","22.89",
"1741816293.861","22.9",
"1741816294.862","22.92",
"1741816295.863","22.91",
"1741816296.864","22.92",
"1741816297.865","22.91",
"1741816298.866","22.9",
"1741816299.866","22.93",
"1741816300.868","22.91",
"1741816301.869","22.93",
"1741816302.87","22.92",
"1741816303.871","22.93",
"1741816304.872","22.94",
"1741816305.887","22.93",
"1741816306.877","22.93",
"1741816307.875","22.93",
"1741816308.876","22.93",
"1741816309.877","22.93",
"1741816310.878","22.95",
"1741816311.879","22.92",
"1741816312.88","22.92",
"1741816313.881","22.95",
"1741816314.882","22.93",
"1741816315.883","22.95",
"1741816316.884","22.93",
"1741816317.885","22.94",
"1741816318.886","22.95",
"1741816319.887","22.93",
"1741816320.888","22.93",
"1741816321.889","22.96",
"1741816322.891","22.94",
"1741816323.891","22.94",
"1741816324.892","22.95",
"1741816325.893","22.94",
"1741816326.894","22.94",
"1741816327.897","22.96",
"1741816328.896","22.97",
"1741816329.897","22.93",
"1741816330.898","22.95",
"1741816331.899","22.95",
"1741816332.9","22.94",
"1741816333.901","22.95",
"1741816334.902","22.98",
"1741816335.903","22.94",
"1741816336.904","22.94",
"1741816337.905","22.97",
"1741816338.906","22.96",
"1741816339.907","22.97",
"1741816340.908","22.98",
"1741816341.911","22.96",
"1741816342.91","22.98",
"1741816343.911","22.96",
"1741816344.912","22.96",
"1741816345.913","22.96",
"1741816346.918","22.96",
"1741816347.915","22.95",
"1741816348.916","22.97",
"1741816349.917","22.99",
"1741816350.918","22.98",
"1741816351.921","22.98",
"1741816352.93","22.98",
"1741816353.931","22.98",
"1741816354.932","22.98",
"1741816355.933","22.98",
"1741816356.934","22.97",
"1741816357.935","23.01",
"1741816358.936","22.99",
"1741816359.937","22.98",
"1741816360.938","22.99",
"1741816361.939","22.99",
"1741816362.94","23.01",
"1741816363.941","22.98",
"1741816364.942","22.96",
"1741816365.943","23",
"1741816366.944","22.99",
"1741816367.945","22.99",
"1741816368.946","23.01",
"1741816369.947","22.99",
"1741816370.948","22.99",
"1741816371.949","23",
"1741816372.95","23",
"1741816373.951","23",
"1741816374.952","23",
"1741816375.953","23",
"1741816376.954","23.01",
"1741816377.955","23",
"1741816378.956","23",
"1741816379.957","23.01",
"1741816380.958","23.03",
"1741816381.959","23.05",
"1741816382.96","23.02",
"1741816383.961","23.01",
"1741816384.962","23.01",
"1741816385.963","23.02",
"1741816386.964","23.04",
"1741816387.965","23.03",
"1741816388.966","23.02",
"1741816389.97","23.02",
"1741816390.968","23.02",
"1741816391.969","23.02",
"1741816392.97","23.03",
"1741816393.971","23.03",
"1741816394.972","23.03",
"1741816395.973","23.04",
"1741816396.974","23.01",
"1741816397.975","23.02",
"1741816398.976","23.03",
"1741816399.977","23.04",
"1741816400.979","23.06",
"1741816401.979","23.06",
"1741816402.985","23.04",
"1741816403.981","23.03",
"1741816404.982","23.05",
"1741816405.983","23.04",
"1741816406.984","23.05",
"1741816407.985","23.05",
"1741816408.986","23.03",
"1741816409.987","23.05",
"1741816410.988","23.05",
"1741816411.989","23.06",
"1741816412.998","23.03",
"1741816413.999","23.05",
"1741816415","23.05",
"1741816416.001","23.06",
"1741816417.002","23.03",
"1741816418.004","23.06",
"1741816419.004","23.06",
"1741816420.008","23.06",
"1741816421.006","23.06",
"1741816422.007","23.06",
"1741816423.008","23.06",
"1741816424.008","23.06",
"1741816425.01","23.09",
"1741816426.011","23.05",
"1741816427.012","23.07",
"1741816428.013","23.07",
"1741816429.014","23.08",
"1741816430.015","23.08",
"1741816431.016","23.06",
"1741816432.017","23.07",
"1741816433.018","23.08",
"1741816434.019","23.05",
"1741816435.022","23.1",
"1741816436.021","23.09",
"1741816437.022","23.07",
"1741816438.023","23.1",
"1741816439.024","23.07",
"1741816440.027","23.08",
"1741816441.026","23.08",
"1741816442.027","23.09",
"1741816443.028","23.09",
"1741816444.029","23.1",
"1741816445.03","23.09",
"1741816446.031","23.09",
"1741816447.032","23.11",
"1741816448.032","23.08",
"1741816449.034","23.09",
"1741816450.035","23.09",
"1741816451.041","23.1",
"1741816452.037","23.09",
"1741816453.038","23.11",
"1741816454.039","23.08",
"1741816455.04","23.1",
"1741816456.044","23.09",
"1741816457.042","23.11",
"1741816458.043","23.11",
"1741816459.044","23.1",
"1741816460.045","23.1",
"1741816461.046","23.09",
"1741816462.047","23.11",
"1741816463.048","23.12",
"1741816464.049","23.09",
"1741816465.05","23.12",
"1741816466.051","23.12",
"1741816467.052","23.13",
"1741816468.053","23.11",
"1741816469.054","23.11",
"1741816470.055","23.12",
"1741816471.056","23.1",
"1741816472.057","23.13",
"1741816473.065","23.11",
"1741816474.066","23.12",
"1741816475.067","23.13",
"1741816476.068","23.14",
"1741816477.069","23.11",
"1741816478.07","23.14",
"1741816479.071","23.12",
"1741816480.072","23.11",
"1741816481.073","23.11",
"1741816482.074","23.14",
"1741816483.077","23.13",
"1741816484.077","23.13",
"1741816485.077","23.13",
"1741816486.078","23.14",
"1741816487.079","23.14",
"1741816488.08","23.13",
"1741816489.081","23.15",
"1741816490.082","23.14",
"1741816491.083","23.15",
"1741816492.084","23.14",
"1741816493.085","23.15",
"1741816494.086","23.15",
"1741816495.087","23.15",
"1741816496.088","23.16",
"1741816497.089","23.16",
"1741816498.09","23.15",
"1741816499.091","23.15",
"1741816500.092","23.15",
"1741816501.093","23.17",
"1741816502.094","23.16",
"1741816503.095","23.18",
"1741816504.096","23.15",
"1741816505.097","23.14",
"1741816506.098","23.17",
"1741816507.099","23.18",
"1741816508.1","23.16",
"1741816509.101","23.18",
"1741816510.102","23.16",
"1741816511.103","23.17",
"1741816512.104","23.15",
"1741816513.105","23.16",
"1741816514.106","23.15",
"1741816515.107","23.17",
"1741816516.108","23.17",
"1741816517.109","23.17",
"1741816518.11","23.18",
"1741816519.111","23.19",
"1741816520.112","23.17",
"1741816521.113","23.17",
"1741816522.115","23.2",
"1741816523.115","23.2",
"1741816524.116","23.19",
"1741816525.117","23.17",
"1741816526.118","23.2",
"1741816527.119","23.18",
"1741816528.121","23.18",
"1741816529.121","23.18",
"1741816530.122","23.19",
"1741816531.123","23.19",
"1741816532.125","23.19",
"1741816533.133","23.2",
"1741816534.134","23.19",
"1741816535.135","23.2",
"1741816536.136","23.2",
"1741816537.137","23.18",
"1741816538.138","23.2",
"1741816539.139","23.19",
"1741816540.14","23.2",
"1741816541.141","23.19",
"1741816542.142","23.19",
"1741816543.143","23.21",
"1741816544.144","23.19",
"1741816545.145","23.21",
"1741816546.146","23.2",
"1741816547.147","23.19",
"1741816548.149","23.2",
"1741816549.151","23.2",
"1741816550.15","23.21",
"1741816551.151","23.21",
"1741816552.159","23.21",
"1741816553.155","23.21",
"1741816554.154","23.21",
"1741816555.155","23.22",
"1741816556.156","23.22",
"1741816557.157","23.22",
"1741816558.158","23.2",
"1741816559.159","23.21",
"1741816560.16","23.22",
"1741816561.161","23.21",
"1741816562.162","23.22",
"1741816563.163","23.21",
"1741816564.164","23.24",
"1741816565.172","23.23",
"1741816566.166","23.24",
"1741816567.167","23.24",
"1741816568.168","23.23",
"1741816569.169","23.24",
"1741816570.199","23.23",
"1741816571.171","23.23",
"1741816572.172","23.24",
"1741816573.173","23.25",
"1741816574.174","23.26",
"1741816575.175","23.24",
"1741816576.176","23.25",
"1741816577.177","23.23",
"1741816578.178","23.23",
"1741816579.179","23.24",
"1741816580.18","23.25",
"1741816581.181","23.25",
"1741816582.188","23.25",
"1741816583.183","23.24",
"1741816584.184","23.26",
"1741816585.185","23.27",
"1741816586.186","23.23",
"1741816587.188","23.27",
"1741816588.19","23.27",
"1741816589.19","23.27",
"1741816590.19","23.25",
"1741816591.191","23.26",
"1741816592.192","23.25",
"1741816593.201","23.24",
"1741816594.204","23.27",
"1741816595.203","23.27",
"1741816596.204","23.28",
"1741816597.205","23.26",
"1741816598.206","23.26",
"1741816599.206","23.27",
"1741816600.211","23.29",
"1741816601.21","23.25",
"1741816602.21","23.27",
"1741816603.21","23.27",
"1741816604.211","23.27",
"1741816605.213","23.31",
"1741816606.214","23.28",
"1741816607.215","23.29",
"1741816608.216","23.28",
"1741816609.217","23.29",
"1741816610.218","23.3",
"1741816611.219","23.29",
"1741816612.219","23.27",
"1741816613.221","23.29",
"1741816614.222","23.29",
"1741816615.224","23.27",
"1741816616.224","23.29",
"1741816617.225","23.28",
"1741816618.23","23.3",
"1741816619.227","23.3",
"1741816620.228","23.29",
"1741816621.229","23.29",
"1741816622.23","23.3",
"1741816623.231","23.29",
"1741816624.232","23.3",
"1741816625.233","23.32",
"1741816626.234","23.29",
"1741816627.235","23.3",
"1741816628.236","23.29",
"1741816629.237","23.32",
"1741816630.238","23.31",
"1741816631.243","23.33",
"1741816632.24","23.29",
"1741816633.241","23.32",
"1741816634.242","23.29",
"1741816635.243","23.31",
"1741816636.247","23.31",
"1741816637.246","23.32",
"1741816638.246","23.32",
"1741816639.247","23.33",
"1741816640.248","23.32",
"1741816641.249","23.31",
"1741816642.25","23.3",
"1741816643.251","23.34",
"1741816644.252","23.32",
"1741816645.253","23.33",
"1741816646.254","23.33",
"1741816647.255","23.33",
"1741816648.256","23.32",
"1741816649.26","23.34",
"1741816650.258","23.34",
"1741816651.259","23.32",
"1741816652.26","23.33",
"1741816653.268","23.34",
"1741816654.269","23.32",
"1741816655.27","23.33",
"1741816656.271","23.33",
"1741816657.272","23.35",
"1741816658.273","23.33",
"1741816659.274","23.34",
"1741816660.275","23.33",
"1741816661.276","23.35",
"1741816662.277","23.34",
"1741816663.28","23.35",
"1741816664.28","23.34",
"1741816665.28","23.36",
"1741816666.288","23.36",
"1741816667.283","23.36",
"1741816668.284","23.35",
"1741816669.284","23.36",
"1741816670.285","23.33",
"1741816671.286","23.36",
"1741816672.288","23.34",
"1741816673.288","23.35",
"1741816674.289","23.34",
"1741816675.29","23.35",
"1741816676.291","23.36",
"1741816677.292","23.35",
"1741816678.293","23.37",
"1741816679.296","23.38",
"1741816680.295","23.35",
"1741816681.296","23.33",
"1741816682.297","23.38",
"1741816683.299","23.36",
"1741816684.299","23.37",
"1741816685.3","23.36",
"1741816686.301","23.36",
"1741816687.302","23.37",
"1741816688.303","23.37",
"1741816689.304","23.38",
"1741816690.305","23.37",
"1741816691.307","23.4",
"1741816692.307","23.4",
"1741816693.308","23.38",
"1741816694.309","23.38",
"1741816695.31","23.38",
"1741816696.311","23.39",
"1741816697.313","23.37",
"1741816698.313","23.39",
"1741816699.314","23.37",
"1741816700.315","23.39",
"1741816701.316","23.39",
"1741816702.317","23.4",
"1741816703.319","23.37",
"1741816704.32","23.39",
"1741816705.32","23.4",
"1741816706.322","23.39",
"1741816707.322","23.41",
"1741816708.324","23.39",
"1741816709.325","23.38",
"1741816710.325","23.37",
"1741816711.327","23.4",
"1741816712.328","23.4",
"1741816713.336","23.4",
"1741816714.34","23.4",
"1741816715.338","23.39",
"1741816716.339","23.41",
"1741816717.34","23.4",
"1741816718.341","23.4",
"1741816719.342","23.4",
"1741816720.343","23.41",
"1741816721.344","23.42",
"1741816722.345","23.43",
"1741816723.346","23.43",
"1741816724.347","23.41",
"1741816725.348","23.42",
"1741816726.349","23.42",
"1741816727.35","23.42",
"1741816728.352","23.41",
"1741816729.353","23.42",
"1741816730.353","23.43",
"1741816731.354","23.43",
"1741816732.355","23.44",
"1741816733.356","23.41",
"1741816734.357","23.41",
"1741816735.358","23.43",
"1741816736.359","23.42",
"1741816737.36","23.44",
"1741816738.361","23.42",
"1741816739.362","23.42",
"1741816740.363","23.45",
"1741816741.364","23.44",
"1741816742.365","23.45",
"1741816743.366","23.43",
"1741816744.377","23.42",
"1741816745.368","23.45",
"1741816746.369","23.44",
"1741816747.37","23.43",
"1741816748.371","23.44",
"1741816749.372","23.43",
"1741816750.373","23.44",
"1741816751.374","23.44",
"1741816752.375","23.45",
"1741816753.376","23.44",
"1741816754.377","23.47",
"1741816755.378","23.45",
"1741816756.379","23.44",
"1741816757.38","23.45",
"1741816758.381","23.44",
"1741816759.382","23.46",
"1741816760.383","23.45",
"1741816761.384","23.45",
"1741816762.39","23.45",
"1741816763.39","23.44",
"1741816764.387","23.45",
"1741816765.388","23.45",
"1741816766.39","23.46",
"1741816767.39","23.46",
"1741816768.392","23.48",
"1741816769.392","23.47",
"1741816770.393","23.46",
"1741816771.395","23.45",
"1741816772.395","23.45",
"1741816773.403","23.48",
"1741816774.404","23.47",
"1741816775.405","23.48",
"1741816776.406","23.48",
"1741816777.407","23.47",
"1741816778.408","23.46",
"1741816779.409","23.46",
"1741816780.411","23.47",
"1741816781.411","23.49",
"1741816782.412","23.46",
"1741816783.413","23.5",
"1741816784.414","23.48",
"1741816785.415","23.48",
"1741816786.416","23.47",
"1741816787.417","23.48",
"1741816788.418","23.49",
"1741816789.419","23.52",
"1741816790.42","23.48",
"1741816791.421","23.48",
"1741816792.422","23.48",
"1741816793.423","23.49",
"1741816794.425","23.48",
"1741816795.425","23.5",
"1741816796.426","23.49",
"1741816797.427","23.49",
"1741816798.428","23.51",
"1741816799.429","23.5",
"1741816800.43","23.5",
"1741816801.431","23.49",
"1741816802.432","23.5",
"1741816803.433","23.52",
"1741816804.434","23.5",
"1741816805.435","23.49",
"1741816806.436","23.5",
"1741816807.437","23.5",
"1741816808.438","23.52",
"1741816809.439","23.5",
"1741816810.44","23.52",
"1741816811.441","23.5",
"1741816812.442","23.5",
"1741816813.443","23.51",
"1741816814.444","23.5",
"1741816815.445","23.51",
"1741816816.446","23.51",
"1741816817.447","23.52",
"1741816818.448","23.5",
"1741816819.449","23.52",
"1741816820.45","23.52",
"1741816821.451","23.52",
"1741816822.452","23.53",
"1741816823.453","23.53",
"1741816824.454","23.53",
"1741816825.455","23.51",
"1741816826.456","23.54",
"1741816827.457","23.54",
"1741816828.459","23.53",
"1741816829.463","23.53",
"1741816830.461","23.52",
"1741816831.461","23.53",
"1741816832.463","23.52",
"1741816833.471","23.52",
"1741816834.475","23.53",
"1741816835.473","23.52",
"1741816836.474","23.53",
"1741816837.475","23.54",
"1741816838.476","23.54",
"1741816839.477","23.53",
"1741816840.478","23.52",
"1741816841.479","23.53",
"1741816842.48","23.53",
"1741816843.482","23.54",
"1741816844.483","23.54",
"1741816845.483","23.53",
"1741816846.485","23.54",
"1741816847.485","23.56",
"1741816848.486","23.54",
"1741816849.487","23.53",
"1741816850.488","23.55",
"1741816851.489","23.56",
"1741816852.49","23.56",
"1741816853.491","23.54",
"1741816854.492","23.53",
"1741816855.493","23.54",
"1741816856.494","23.57",
"1741816857.495","23.56",
"1741816858.496","23.55",
"1741816859.498","23.54",
"1741816860.498","23.56",
"1741816861.499","23.54",
"1741816862.5","23.56",
"1741816863.502","23.56",
"1741816864.503","23.56",
"1741816865.503","23.57",
"1741816866.504","23.56",
"1741816867.505","23.55",
"1741816868.507","23.56",
"1741816869.507","23.56",
"1741816870.508","23.58",
"1741816871.51","23.57",
"1741816872.51","23.54",
"1741816873.511","23.57",
"1741816874.512","23.58",
"1741816875.513","23.57",
"1741816876.514","23.6",
"1741816877.516","23.57",
"1741816878.516","23.57",
"1741816879.517","23.59",
"1741816880.518","23.6",
"1741816881.519","23.57",
"1741816882.521","23.57",
"1741816883.521","23.59",
"1741816884.522","23.6",
"1741816885.523","23.61",
"1741816886.524","23.59",
"1741816887.525","23.58",
"1741816888.526","23.59",
"1741816889.528","23.6",
"1741816890.528","23.57",
"1741816891.529","23.59",
"1741816892.53","23.59",
"1741816893.539","23.58",
"1741816894.541","23.6",
"1741816895.541","23.58",
"1741816896.542","23.6",
"1741816897.543","23.59",
"1741816898.544","23.58",
"1741816899.545","23.58",
"1741816900.546","23.61",
"1741816901.547","23.59",
"1741816902.548","23.6",
"1741816903.549","23.6",
"1741816904.55","23.62",
"1741816905.551","23.6",
"1741816906.552","23.61",
"1741816907.553","23.6",
"1741816908.554","23.61",
"1741816909.555","23.6",
"1741816910.556","23.61",
"1741816911.557","23.62",
"1741816912.558","23.61",
"1741816913.559","23.62",
"1741816914.56","23.6",
"1741816915.561","23.61",
"1741816916.562","23.63",
"1741816917.563","23.61",
"1741816918.565","23.61",
"1741816919.565","23.61",
"1741816920.566","23.61",
"1741816921.567","23.62",
"1741816922.568","23.63",
"1741816923.569","23.62",
"1741816924.57","23.63",
"1741816925.571","23.63",
"1741816926.572","23.63",
"1741816927.573","23.61",
"1741816928.574","23.64",
"1741816929.575","23.64",
"1741816930.577","23.63",
"1741816931.577","23.61",
"1741816932.578","23.64",
"1741816933.579","23.63",
"1741816934.58","23.63",
"1741816935.581","23.64",
"1741816936.582","23.63",
"1741816937.583","23.64",
"1741816938.584","23.64",
"1741816939.585","23.63",
"1741816940.586","23.64",
"1741816941.588","23.63",
"1741816942.588","23.64",
"1741816943.59","23.66",
"1741816944.59","23.64",
"1741816945.591","23.66",
"1741816946.592","23.65",
"1741816947.593","23.66",
"1741816948.594","23.64",
"1741816949.595","23.65",
"1741816950.596","23.64",
"1741816951.597","23.64",
"1741816952.598","23.65",
"1741816953.607","23.66",
"1741816954.608","23.65",
"1741816955.609","23.64",
"1741816956.61","23.66",
"1741816957.614","23.65",
"1741816958.612","23.66",
"1741816959.613","23.66",
"1741816960.615","23.65",
"1741816961.615","23.67",
"1741816962.616","23.67",
"1741816963.617","23.67",
"1741816964.618","23.66",
"1741816965.619","23.68",
"1741816966.629","23.68",
"1741816967.621","23.69",
"1741816968.622","23.68",
"1741816969.623","23.65",
"1741816970.624","23.67",
